Country Name	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
Tajikistan																																1.3082615558	0.9219939222	0.4136117551	0.42413587	0.4824395674	0.3620628203	0.4142935022	0.4126996062	0.3623748483	0.3677245099	0.2992726951	0.3275386462	0.3494227929	0.3551510559	0.370935749	0.49138184	0.4701973394			
Tanzania										0.1299195863	0.1754585431	0.1494120203	0.2126834537	0.1490507457	0.1429805001	0.1692142199	0.118307166	0.1255374827	0.114396991	0.1008701318	0.1101173673	0.1089204034	0.1080538152	0.1118315032	0.1079206199	0.1020729808	0.1029884911	0.095626257	0.0894448081	0.0931178993	0.0924705005	0.0867243652	0.0936538944	0.0841546323	0.1186666712	0.1124526709	0.0912326205	0.0789133645	0.0764388555	0.0778902538	0.0895822797	0.1001881979	0.1034662642	0.1151913415	0.1309810681	0.1347445568	0.1470615027	0.1529519242			
Thailand	0.1473331483	0.1735121158	0.1862079114	0.2425694486	0.2343724793	0.2892499076	0.3602503889	0.4913675575	0.4062176873	0.4165126817	0.5064690299	0.5583539896	0.6080457934	0.5867998019	0.5756641893	0.6622898509	0.7229517561	0.7708092264	0.7901527998	0.8448767268	0.7851540464	0.7669738364	0.8425837759	0.8952140844	0.9300528852	0.9318098945	1.0473850863	1.2100918817	1.4016500994	1.6791645747	2.0125714937	2.1782467716	2.429721582	2.6769420206	3.042095849	3.3640575502	3.4474176972	3.0246912349	3.1557688031	3.191342387	3.3973428548	3.5678451059	3.7581962824	4.0532715803	4.1254963175	4.2212011903	4.1608565764	4.1854560751			
Timor-Leste																																										0.1816779436	0.1732458307	0.1807101262	0.1742099653	0.173009671	0.1728461401	0.1766003025			
Togo	0.0575249254	0.0547403646	0.0654219981	0.0797920277	0.0776750899	0.101899699	0.1074430658	0.1006228384	0.1198918693	0.1311345733	0.1456412056	0.1796375995	0.1770395072	0.162175055	0.130983603	0.1327901503	0.1862853996	0.1403860172	0.532757155	0.2694987966	0.2279253302	0.2576673969	0.185259855	0.1992231005	0.1739933895	0.2166397244	0.2272465265	0.2278711747	0.2339240124	0.2110858274	0.2250443599	0.2187197113	0.2220422783	0.2090007442	0.2333672419	0.2518006585	0.2267978495	0.2591247048	0.3303707313	0.2830476411	0.2359735062	0.2439381823	0.282990655	0.2641934333	0.2474933636	0.220819406	0.2328846657	0.2456584806			
Tonga	0.1725890714	0.1660352868	0.159432472	0.1533069484	0.1479344844	0.1432664383	0.1855557945	0.1808720529	0.1327356749	0.3042468205	0.2143993077	0.2548090843	0.2951070336	0.2511471817	0.3735779858	0.3286873123	0.3249086278	0.4014055214	0.4370584666	0.4337358466	0.5101612748	0.4697618311	0.5084038991	0.5080625393	0.5074406029	0.5063894879	0.5827294686	0.7359253861	0.7338789526	0.809322123	0.961911757	0.9222643724	1.0746799803	1.1113166337	1.1470487034	1.1436026446	1.1773777589	1.1345213786	1.3172912112	1.2356256701	1.4150249807	1.4438028126	1.7661826829	1.7185748759	1.7076769118	1.6966156088	1.7213605336	1.7103877174			
Trinidad and Tobago	5.3744530176	8.349481348	1.4959940943	4.2961906045	5.81274317	4.4698811912	5.026052558	4.3016585889	4.0903577926	9.299585184	8.2890907956	8.3642968176	9.4709930387	10.0547661682	9.5400018045	15.6226546322	15.6782311422	14.6595830145	15.7615272254	15.7093980709	15.7333772687	16.4897701128	14.3263585605	15.1579485123	17.6981329968	14.6709459482	14.6724465682	13.2091175334	13.3633353257	13.9530717552	17.1932793839	17.0100830555	13.5257834174	15.8444836393	16.6221589085	17.1666964837	15.0767158515	15.0755550977	17.7298843474	18.9727512232	19.2940178664	20.6596549107	21.2063342942	24.0759997925	23.5288196773	26.1135496487	27.938057076	37.3934600012			
Tunisia	0.4132196897	0.4129873528	0.4388851914	0.608625977	0.5322298056	0.6099530642	0.6388709012	0.7292177836	0.766750559	0.7302529744	0.8089973917	0.8948759478	0.8962144926	0.9825440752	0.9888025307	1.0185510483	1.1474758538	1.2383887118	1.4111810847	1.4865595238	1.4980853619	1.4157547223	1.637239443	1.6396593237	1.6445121737	1.6101723756	1.5288806943	1.5862480772	1.6628610592	1.6269996566	1.8621105528	1.7695966973	1.9060572458	1.8082502212	1.7566393525	1.8437272397	1.8388721649	1.928717924	1.9386132468	2.0832133633	2.1519970848	2.1484146229	2.1745304783	2.2598472675	2.2735473128	2.2835700392	2.3343050924	2.4216138214			
Turkey	0.600921453	0.7299700195	0.7463435678	0.8465620823	0.8602557906	0.9690046723	1.0076865461	1.0686289896	1.1180223644	1.2023358996	1.3169359469	1.4534728995	1.5701802329	1.5785087707	1.6596339381	1.8226781206	1.9743399318	1.8304502343	1.7521978497	1.7177987973	1.7698776832	1.8829499797	1.9147826029	1.9808801278	2.1602800264	2.3193838464	2.5298789149	2.4160949036	2.6186948084	2.785700359	2.7565320377	2.7582317424	2.8837716398	2.7915065	3.0018933095	3.2178669351	3.3378913788	3.3270614907	3.1386081098	3.3970597346	3.0139945186	3.1427106997	3.2938056013	3.352475872	3.4833794974	3.7873932407	4.066966832	4.0040169066			
Turkmenistan																																7.2301425074	6.9299657282	8.1738358965	8.2664910065	7.3491399328	6.9027020582	5.9260442933	7.892070597	7.9190377523	8.7176844796	8.9289644796	9.286017033	8.4398983898	8.7955375066	9.1364818579	9.4398678862	9.7266836587			
Turks and Caicos Islands																																			0.717472119	0.6936755155	0.6759447005	0.8750223707	0.8346895806	0.7771949346	0.7076418371	4.2965197014	4.0068682927	3.6421552978	3.9635452491	4.3882479288	4.5832170678	4.3848998888			
Tuvalu																																																			
Uganda	0.0580915202	0.0592532777	0.0577837675	0.063428264	0.0782417593	0.0884591025	0.0944952558	0.1108374637	0.1285392444	0.1529545205	0.1481094788	0.1380784798	0.1146778441	0.1128865679	0.1039817251	0.0882335092	0.0697767307	0.0587726927	0.0501498049	0.0512598551	0.0401854945	0.0406300108	0.0446927733	0.0409861202	0.0408790204	0.0449770801	0.0459207371	0.0518378886	0.0478535004	0.0462007952	0.0464514272	0.0455089496	0.0419900514	0.0368635208	0.0459451565	0.0490103845	0.0512178965	0.0587329072	0.0593402765	0.0633047703	0.065313928	0.0661056353	0.0645539779	0.0666203225	0.0822879678	0.0921424199	0.1056351052	0.1195834942			
Ukraine																																12.3044626327	10.4660772964	8.6094376358	8.6570369032	8.0759599819	6.7437899113	6.5538636513	6.6947211947	6.5230089033	6.6069304027	6.6113645973	7.36744656	7.2309719799	7.197277113	7.0060389098	7.0707623306	6.9940481039			
United Arab Emirates	0.1123284594	0.1683237398	0.1808215125	0.1363420039	0.1503002316	0.1635655753	5.4757496118	6.8734200312	101.9542144376	65.7912527939	77.7321275901	72.6430987277	79.9433410239	69.0741097612	58.2330766895	63.5040135172	53.5210643536	54.0989825901	39.47292142	36.3153623006	33.7471187645	31.8591014191	29.0402104812	36.2740588424	37.0097887324	33.0592271212	31.4435442931	30.0186314163	31.8786174141	28.7558626859	29.8515503097	28.8648837319	31.0978020497	32.7503967792	30.0787374619	16.5964758044	15.9465306841	29.5755749326	27.0534218053	37.1064994094	32.1752051158	25.9012800293	31.2750027272	30.8573805331	28.4143345778	26.3263962642	25.5260067401	24.9840257738			
United Kingdom	11.1526603481	11.1341465323	11.2601004755	11.2677168417	11.4557484821	11.3201000677	10.7810827526	10.9930302822	11.3387334704	11.7389877049	11.8163187133	11.5601003262	11.73957866	10.982415908	10.7360154555	10.654541829	10.7618683181	10.7672949905	11.4653908358	10.2867568593	9.9552966478	9.7404614853	9.687798233	9.3817029087	9.9001396085	10.0346392133	10.0677464974	10.0207439611	10.1919304497	9.9605684683	10.3406073327	10.2023148397	9.8325863299	9.7428207483	9.7299739241	9.9829963751	9.503509091	9.4745391128	9.1262470463	9.2314294139	9.3143525677	8.9664576508	9.0762257035	9.1153954444	9.007558659	8.9655535567	8.6842145237	8.5164610122			
United States	15.6812555161	16.013937498	16.4827621458	16.968118579	17.4517252487	18.1210730108	18.5983178822	19.0893891563	19.8579456623	21.1112522726	20.9802034759	21.7486419846	22.5105821272	21.5029303777	20.4022240697	21.1576153737	21.532484006	21.9651463082	21.7741149852	20.7775149081	19.7492973992	18.5639500656	18.541805173	18.9561158613	18.8566971932	18.702871263	19.3340644932	19.9946204974	20.059575604	19.5469816724	19.2513984924	19.0087333752	19.8811362848	19.8656783746	19.6710523175	19.8353046579	20.1768720847	19.7534843033	19.8113144352	19.5356003253	18.9065916087	18.8941651332	18.8469320247	18.9860969063	18.919023496	18.4692060129	18.5076498209	17.9417289331			
Uruguay	1.603070085	1.5409948155	1.6396521895	1.7104937565	2.0499980326	1.9855611131	1.7765225731	1.7607253356	2.0025386723	2.0442445081	2.0615330122	2.1541269046	2.0470661917	2.0131752408	2.1099508693	2.075805789	1.9784451822	1.997400346	2.1685460675	2.0029155829	1.8323101233	1.6502703245	1.2843143522	1.1534923539	1.0949482623	1.0492883046	1.1678286495	1.5668764337	1.5805061996	1.284402156	1.4545545712	1.6394116791	1.4058409807	1.2707088805	1.4242981249	1.6818870615	1.7061409409	1.7372952341	2.0448914583	1.6075111462	1.5384666422	1.3965188898	1.3919669811	1.69926269	1.7471291454	2.0058347257	1.804868128	2.4977885768			
Uzbekistan																																5.3156027787	5.4020648984	4.9596351164	4.4288862409	4.4430303552	4.3005557105	4.8884185273	4.8123363525	4.8661759432	4.8879625105	5.0219956632	4.7983648119	4.6114700732	4.1883957076	4.3549934304	4.3115003834	4.5729928205			
Vanuatu		0.594888358	0.4717275092	0.8642469951	0.6417138934	1.0078131135	1.0741339786	0.77274643	0.5305202242	0.4723689295	0.6665076282	0.6863185476	0.5866073714	0.6440045868	0.5506777727	0.4270947579	0.4832675961	0.5361307065	0.5536962527	0.539073512	0.4329251838	0.4227507041	0.4426890513	0.432779688	0.9306390833	0.4410069076	0.3501898934	0.4736094369	0.43638871	0.4751425298	0.4377316949	0.4251046564	0.4129065352	0.4018532273	0.3922787541	0.4909740778	0.5031299844	0.4739696312	0.4653578976	0.4359013151	0.444967923	0.4335072345	0.4401104177	0.4281356872	0.2604773405	0.219925263	0.3627803235	0.4020110419			
Venezuela, RB	6.6128235201	6.6384033111	6.6483989827	6.4617035145	6.7039381923	6.0826938218	6.7948413758	6.5614387061	6.6772943468	6.9809342628	5.6638529077	5.4757818107	5.6224922705	6.1355843357	5.0324671121	4.3654997861	4.6834697756	4.8754655507	5.256199134	6.0388803795	5.906682489	5.820528139	5.6349373676	5.4856927512	5.8006227377	6.1111243467	6.0373662672	6.162508857	5.6417313217	6.1854398987	5.7157412982	5.1248184326	5.8877564509	6.0208256035	6.0444031212	5.4551962048	5.8348727732	7.146523	7.2324419072	6.2693919625	6.9664856047	7.6630412768	7.482399665	6.4407941976	6.0045969447	5.6822153083	5.9511528581	6.0688292107			
Vietnam										0.6599552997	0.5609797473	0.5151716595	0.5476716072	0.4067356427	0.4538895482	0.2832438273	0.3037413262	0.299784067	0.3096893962	0.3132314525	0.3239313014	0.3301076533	0.3409729692	0.304207949	0.359548889	0.3832611164	0.4205618462	0.3664507532	0.270323355	0.3242807653	0.3190241574	0.327056279	0.3298191243	0.3713883049	0.4062475016	0.4699244909	0.6094155859	0.6332275768	0.6270074168	0.6902174778	0.7839033973	0.8970327526	0.9871977199	1.2485442983	1.2632565433	1.0050765787	1.3332867179	1.4964850104			
Virgin Islands (U.S.)																																																			
West Bank and Gaza																																					0.1531011432	0.2172223579	0.2274916109	0.2661005791	0.4350229184	0.362084002	0.3837992211	0.5406209729	0.7673140502	0.6122890224	0.6066716508	0.5215541884			
Yemen, Rep.																														-0.2510506805	0.8061985925	1.0903536507	0.6801094576	0.7823458262	0.7426873685	0.95069958	0.9536451054	0.7298090848	0.8074072606	0.8259612013	0.8897479953	0.8371168499	0.891082977	0.9428379451	0.9707089226	0.9766921097	1.0013369031	1.0334943901			
Zambia				0.9555639049	1.107170653	0.9601134485	1.2740941812	1.1782659961	1.0672389263	0.91080562	0.886141482	0.9188048835	1.002516399	0.8869635804	0.8328895129	0.794780194	0.7151166866	0.6426283402	0.6449364951	0.6114666854	0.5641055375	0.5709651678	0.5136126919	0.4288593414	0.4058705028	0.4128992912	0.374603836	0.4228638146	0.3404494309	0.3111797083	0.2995242175	0.2969949343	0.2949699303	0.2784230585	0.2433852468	0.2041239996	0.253860006	0.2389860709	0.1817808039	0.17828956	0.1824757831	0.1841477851	0.192095526	0.1883886258	0.1970685805	0.1944272838	0.1426601591	0.1525496114			
Zimbabwe				1.0453826173	1.1791884692	1.3236713887	1.1229752784	1.3098462611	1.3404725823	1.5678799377	1.6233518587	1.4758395336	1.6090276152	1.5177509612	1.3484720255	1.7051540767	1.4130143015	1.3674770408	1.343836413	1.3220282482	1.2461542688	1.1190097277	1.2767502831	1.164237618	1.1590750557	1.4286231976	1.6002783047	1.6343278749	1.5916844098	1.4809224237	1.4721611914	1.5356786353	1.441421588	1.5384307689	1.2948600361	1.2609534373	1.1920423904	1.1624473097	1.2764050599	1.110112677	0.9990558262	0.9464320911	0.8425436511	0.7879557008	0.8570451923	0.8256098831	0.7706395476	0.728891592			
